PathogenName,DrugClass,Bactericidal/Static,Antibiotic,ResistanceScore,Citation,Numberresistant,Percentresistant,TotalSampleSize,ResistanceCalcFromPercent,minResistant,maxResistant,Resistant,NotResistant,Method(CLSIEUCASTPK/PDKitOtherobjectivemetric),NOTES,Pathogentype,Reservoir,TransmissionMode,TransmissionType,PrimarySource,Humantransmission,Aerobicity,Commensal,NaturallyCompetent,ResearchEffortPath,Zoonosis,DomesticAnimalReservoir,Nosocomial,EnvrionmentalReservoir,Order,AntibioticDate,ResearchEffortAntibiotic,DrugUseTotal,Conjugation
Escherichiacoli,Fluoroquinolones,Bactericidal,Ofloxacin,2,Malekzadeganetal2019,56,,121,,56,56,56,65,CLSI,,Gramnegative,Animal,Vehicleborne,1,Zoonosis,1,Aerobe,1,1,389195,1,1,1,0,Enterobacterales,1982,15423,4067519004,1
Francisellatularensis,Aminoglycosides,Bactericidal,Gentamicin,,Casparetal2018,0,,59,,0,0,0,59,Microbiology2017.,,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1963,25300,376086872.2,0
Francisellatularensis,Aminoglycosides,Bactericidal,Gentamicin,,Tomasoetal2017,0,,128,,0,0,0,128,CLSI,,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1963,25300,376086872.2,0
Francisellatularensis,Aminoglycosides,Bactericidal,Tobramycin,,Casparetal2018,0,,59,,0,0,0,59,CLSI,SimilarMICsforGentamicinsoassumedallsusceptible,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1971,7940,376086872.2,0
Francisellatularensis,Fluoroquinolones,Bactericidal,Ciprofloxacin,0,Casparetal2018,0,,59,,0,0,0,59,CLSI,,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1983,29554,4067519004,0
Francisellatularensis,Fluoroquinolones,Bactericidal,Ciprofloxacin,0,Tomasoetal2017,0,,128,,0,0,0,128,CLSI,,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1983,29554,4067519004,0
Francisellatularensis,Fluoroquinolones,Bactericidal,Levofloxacin,0,Casparetal2018,0,,59,,0,0,0,59,CLSI,,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1991,8293,4067519004,0
Francisellatularensis,Fluoroquinolones,Bactericidal,Moxifloxacin,0,Casparetal2018,0,,59,,0,0,0,59,CLSI,,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1996,5182,4067519004,0
Francisellatularensis,Fluoroquinolones,Bactericidal,Ofloxacin,0,Casparetal2018,0,,59,,0,0,0,59,CLSI,,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1982,15423,4067519004,0
Francisellatularensis,Tetracyclines,Bacteriostatic,Doxycyline,,Casparetal2018,0,,59,,0,0,0,59,CLSI,,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1948,17523,2490795078,0
Francisellatularensis,Tetracyclines,Bacteriostatic,Doxycyline,,Tomasoetal2017,0,,128,,0,0,0,128,CLSI,,Gramnegative,Animal,Indirect,1,Zoonosis,0,Aerobe,0,0,3460,1,0,0,0,Thiotrichales,1948,17523,2490795078,0
Fusobacteriumspp,Penicillins,Bactericidal,Penicillin,1,Marakietal2020,,6.7,30,2,2,2,2,28,CLSI,,Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1932,109417,10196195659,1
Fusobacteriumspp,Penicillins,Bactericidal,Ampicillin,1,Marakietal2020,,6.7,30,2,2,2,2,28,CLSI,,Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1953,30086,10196195659,1
Fusobacteriumspp,Penicillins,Bactericidal,Augmentin(amoxicillin/clavulanate),1,Marakietal2020,,3.3,30,1,1,1,1,29,CLSI,,Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1980,4393,10196195659,1
Fusobacteriumspp,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),1,Shimuraetal2019,0,,14,,0,0,0,14,CLSI,"ManuallycalculatedfromthebreakpointsandMICdata,Table4andTable1",Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1983,1756,10196195659,1
Fusobacteriumspp,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),1,Fujitaetal2019,0,,19,,0,0,0,19,CLSI,ManuallycalculatedfromthebreakpointsandMICdata,Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1983,1756,10196195659,1
Fusobacteriumspp,Penicillins,Bactericidal,Zosyn(pipercillin/tazobactam),1,Marakietal2020,,3.3,30,1,1,1,1,29,CLSI,,Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1986,4592,10196195659,1
Fusobacteriumspp,Penicillins,Bactericidal,Zosyn(pipercillin/tazobactam),1,Shimuraetal2019,0,,14,,0,0,0,14,CLSI,"ManuallycalculatedfromthebreakpointsandMICdata,Table4andTable1",Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1986,4592,10196195659,1
Fusobacteriumspp,Carbapenems,Bactericidal,Doripenem,0,Shimuraetal2019,0,,14,,0,0,0,14,CLSI,"ManuallycalculatedfromthebreakpointsandMICdata,Table4andTable1",Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1996,704,96215597.78,1
Fusobacteriumspp,Carbapenems,Bactericidal,Imipenem,0,Marakietal2020,,3.3,30,1,1,1,1,29,CLSI,,Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1980,11457,96215597.78,1
Fusobacteriumspp,Carbapenems,Bactericidal,Imipenem,0,Shimuraetal2019,0,,14,,0,0,0,14,CLSI,"ManuallycalculatedfromthebreakpointsandMICdata,Table4andTable1",Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1980,11457,96215597.78,1
Fusobacteriumspp,Carbapenems,Bactericidal,Meropenem,0,Marakietal2020,,3.3,30,1,1,1,1,29,CLSI,,Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1989,7567,96215597.78,1
Fusobacteriumspp,Cephalosporins(2ndgen),Bactericidal,Cefmetazole,1,Shimuraetal2019,0,,14,,0,0,0,14,CLSI,"ManuallycalculatedfromthebreakpointsandMICdata,Table4andTable1",Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1979,701,10482984994,1
Fusobacteriumspp,Cephalosporins(2ndgen),Bactericidal,Cefmetazole,1,Fujitaetal2019,0,,19,,0,0,0,19,CLSI,ManuallycalculatedfromthebreakpointsandMICdata,Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1979,701,10482984994,1
Fusobacteriumspp,Cephalosporins(2ndgen),Bactericidal,Cefoxitin,1,Marakietal2020,,3.3,30,1,1,1,1,29,CLSI,,Anaerobic,Humans,Directcontact,0,Endoge0us,1,Anaerobe,1,0,6995,0,0,1,0,Thiotrichales,1973,4792,10482984994,1
Gardnerellavaginalis,Macrolides,Bacteriostatic,Clindamycin,2,Lietal2020,0,0,10,0,0,0,0,10,AgardilutionmethodCLSIguidelines,,Gramnegative,Humans,Directcontact,0,Sexualtransmission,1,FacultativeAnaerobe,1,0,1722,0,0,0,0,Bifidobacteriales,1968,12512,4257695937,0
Gardnerellavaginalis,Macrolides,Bacteriostatic,Clindamycin,2,Petrinaetal2017,0,0,110,0,0,0,0,110,AgardilutionmethodCLSIguidelines,,Gramnegative,Humans,Directcontact,0,Sexualtransmission,1,FacultativeAnaerobe,1,0,1722,0,0,0,0,Bifidobacteriales,1968,12512,4257695937,0
Gardnerellavaginalis,Macrolides,Bacteriostatic,Clindamycin,2,KnuppdeSouzaetal2016,14,,204,,14,14,14,190,AgardilutionmethodCLSIguidelinesusedfromMetronidazole,FoundinsearchforG.vaginalisandMetronidazole,Gramnegative,Humans,Directcontact,0,Sexualtransmission,1,FacultativeAnaerobe,1,0,1722,0,0,0,0,Bifidobacteriales,1968,12512,4257695937,0
Gardnerellavaginalis,Nitroimidazoles,Bactericidal,Metronidazole,2,Lietal2020,0,0,10,0,0,0,0,10,AgardilutionmethodCLSIguidelines,,Gramnegative,Humans,Directcontact,0,Sexualtransmission,1,FacultativeAnaerobe,1,0,1722,0,0,0,0,Bifidobacteriales,1960,20307,54155409.89,0
Gardnerellavaginalis,Nitroimidazoles,Bactericidal,Metronidazole,2,Petrinaetal2017,30,27,110,30,30,30,30,80,AgardilutionmethodCLSIguidelines,,Gramnegative,Humans,Directcontact,0,Sexualtransmission,1,FacultativeAnaerobe,1,0,1722,0,0,0,0,Bifidobacteriales,1960,20307,54155409.89,0
Gardnerellavaginalis,Nitroimidazoles,Bactericidal,Metronidazole,2,KnuppdeSouzaetal2016,122,59.8,204,122,122,122,122,82,AgardilutionmethodCLSIguidelines,,Gramnegative,Humans,Directcontact,0,Sexualtransmission,1,FacultativeAnaerobe,1,0,1722,0,0,0,0,Bifidobacteriales,1960,20307,54155409.89,0
Gardnerellavaginalis,Nitroimidazoles,Bactericidal,Tinidazole,2,KnuppdeSouzaetal2016,123,,204,,123,123,123,81,AgardilutionmethodCLSIguidelinesusedfromMetronidazole,,Gramnegative,Humans,Directcontact,0,Sexualtransmission,1,FacultativeAnaerobe,1,0,1722,0,0,0,0,Bifidobacteriales,1969,1472,54155409.89,0
GPAC,Penicillins,Bactericidal,Penicillin,,Coboetal2020,,4.7,22,1,1,1,1,21,EUCAST,microdilutionbenzylpenicillin/,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1932,109417,10196195659,0
GPAC,Penicillins,Bactericidal,Penicillin,,Byunetal2019,,36,74,27,27,27,27,47,CLSI,"""Othergrampositivecocci""",Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1932,109417,10196195659,0
GPAC,Penicillins,Bactericidal,Penicillin,,Badrietal2019,4,,222,,4,4,4,218,EUCAST,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1932,109417,10196195659,0
GPAC,Penicillins,Bactericidal,Augmentin(amoxicillin/clavulanate),,Coboetal2020,0,,22,,0,0,0,22,EUCAST,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1980,4393,10196195659,0
GPAC,Penicillins,Bactericidal,Augmentin(amoxicillin/clavulanate),,Demircietal2018,0,,41,,0,0,0,41,CLSIandEUCAST,FoundinsearchforGPACandpenicillin,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1980,4393,10196195659,0
GPAC,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),,Coboetal2020,1,,22,,1,1,1,21,EUCAST,Foundinothersearch,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1983,1756,10196195659,0
GPAC,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),,Coboetal2019,0,,16,,0,0,0,16,CLSI,Foundinothersearch,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1983,1756,10196195659,0
GPAC,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),,Demircietal2018,0,,41,,0,0,0,41,CLSIandEUCAST,FoundinsearchforGPACandpenicillin,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1983,1756,10196195659,0
GPAC,Penicillins,Bactericidal,Zosyn(pipercillin/tazobactam),,Tanetal2017,0,,26,,0,0,0,26,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1986,4592,10196195659,0
GPAC,Penicillins,Bactericidal,Zosyn(pipercillin/tazobactam),,Coboetal2020,1,,22,,1,1,1,21,EUCAST,Foundinothersearch,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1986,4592,10196195659,0
GPAC,Penicillins,Bactericidal,Zosyn(pipercillin/tazobactam),,Coboetal2019,0,,16,,0,0,0,16,CLSI,Foundinothersearch,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1986,4592,10196195659,0
GPAC,Carbapenems,Bactericidal,Imipenem,,Coboetal2020,0,,22,,0,0,0,22,EUCAST,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1980,11457,96215597.78,0
GPAC,Carbapenems,Bactericidal,Imipenem,,Coboetal2019,0,,16,,0,0,0,16,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1980,11457,96215597.78,0
GPAC,Carbapenems,Bactericidal,Imipenem,,Byunetal2019,0,,74,,0,0,0,74,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1980,11457,96215597.78,0
GPAC,Cephalosporins(2ndgen),Bactericidal,Cefotetan,,Byunetal2019,6,,74,,6,6,6,68,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1981,805,10482984994,0
GPAC,Cephalosporins(2ndgen),Bactericidal,Cefoxitin,,Byunetal2019,0,,74,,0,0,0,74,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1973,4792,10482984994,0
GPAC,Cephalosporins(2ndgen),Bactericidal,Cefoxitin,,Demircietal2018,9,,41,,9,9,9,32,CLSIandEUCAST,Justpeptostreptococcusspp,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1973,4792,10482984994,0
GPAC,Macrolides,Bacteriostatic,Clindamycin,,Coboetal2020,,54.5,22,12,12,12,12,10,EUCAST,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1968,12512,4257695937,0
GPAC,Macrolides,Bacteriostatic,Clindamycin,,Coboetal2019,,56.2,16,9,9,9,9,7,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1968,12512,4257695937,0
GPAC,Macrolides,Bacteriostatic,Clindamycin,,Byunetal2019,,"3,24,43",74,14,14,14,14,60,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1968,12512,4257695937,0
GPAC,Nitroimidazoles,Bactericidal,Metronidazole,,Coboetal2020,1,,22,,1,1,1,21,EUCAST,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1960,20307,54155409.89,0
GPAC,Nitroimidazoles,Bactericidal,Metronidazole,,Coboetal2019,,12.5,16,2,2,2,2,14,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1960,20307,54155409.89,0
GPAC,Nitroimidazoles,Bactericidal,Metronidazole,,Byunetal2019,0,,74,,0,0,0,74,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1960,20307,54155409.89,0
GPAC,Tetracyclines,Bacteriostatic,Tetracycline,,Byunetal2019,,"6,55,86",74,30,30,30,30,44,CLSI,,Anaerobic,Humans,Indirect,1,Endoge0us,0,Anaerobe,1,0,107,0,0,0,0,Eubacteriales,1948,70344,2490795078,0
Haemophilusinfluenzae,Penicillins,Bactericidal,Penicillin,,Hamaetal2019,0,,18,,0,0,0,18,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1932,109417,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Amoxicillin,,Torumkuneyetal2020-Turkey,,14.6,239,35,35,35,35,204,EUCAST,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1972,20742,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Amoxicillin,,Torumkuneyetal2020-Asia,,"82,30,43.8,15.3",258,126,126,126,126,132,EUCAST,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1972,20742,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Amoxicillin,,Torumkuneyetal2020-Ukraine,,12.1,99,12,12,12,12,87,EUCAST,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1972,20742,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Ampicillin,,Torumkuneyetal2020-Turkey,,10.5,239,25,25,25,25,214,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1953,30086,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Ampicillin,,Torumkuneyetal2020-Asia,,"82,16.7,32.5,13.6",258,112,112,112,112,146,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1953,30086,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Ampicillin,,Torumkuneyetal2020-Ukraine,,6.1,99,6,6,6,6,93,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1953,30086,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Augmentin(amoxicillin/clavulanate),,Torumkuneyetal2020-Turkey,,0.8,239,2,2,2,2,237,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1980,4393,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Augmentin(amoxicillin/clavulanate),,Torumkuneyetal2020-Asia,,"4.5,0,6.3,0",258,54,54,54,54,204,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1980,4393,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Augmentin(amoxicillin/clavulanate),,Torumkuneyetal2020-Ukraine,,6.1,99,6,6,6,6,93,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1980,4393,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),,Lietal2020,12,,51,,12,12,12,39,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1983,1756,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),,Wangetal2019,,17.6,2073,365,365,365,365,1708,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1983,1756,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Unasyn(ampicillin/sulbactam),,Yanagiharaetal2019,,42,281,118,118,118,118,163,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1983,1756,10196195659,1
Haemophilusinfluenzae,Penicillins,Bactericidal,Zosyn(pipercillin/tazobactam),,Yanagiharaetal2019,0,,281,,0,0,0,281,CLSI,FoundinsearchforH.influenzaeandUnasyn,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1986,4592,10196195659,1
Haemophilusinfluenzae,Carbapenems,Bactericidal,Imipenem,,OmodingandBazira2019,,0,51,0,0,0,0,51,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1980,11457,96215597.78,1
Haemophilusinfluenzae,Carbapenems,Bactericidal,Imipenem,,Jiangetal2017,0,,17,,0,0,0,17,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1980,11457,96215597.78,1
Haemophilusinfluenzae,Carbapenems,Bactericidal,Meropenem,,Wangetal2019,,0.2,2073,4,4,4,4,2069,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1989,7567,96215597.78,1
Haemophilusinfluenzae,Carbapenems,Bactericidal,Meropenem,,Saderetal2018,0,,23,,0,0,0,23,CLSI,FoundinsearchforH.influenzaeandUnasyn,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1989,7567,96215597.78,1
Haemophilusinfluenzae,Cephalosporins(2ndgen),Bactericidal,Cefuroxime,,Torumkuneyetal2020-Turkey,,0,239,0,0,0,0,239,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1976,5073,10482984994,1
Haemophilusinfluenzae,Cephalosporins(2ndgen),Bactericidal,Cefuroxime,,Torumkuneyetal2020-Asia,,"25.8,0,3.8,0",258,26,26,26,26,232,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1976,5073,10482984994,1
Haemophilusinfluenzae,Cephalosporins(2ndgen),Bactericidal,Cefuroxime,,Torumkuneyetal2020-Ukraine,,0,99,0,0,0,0,99,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1976,5073,10482984994,1
Haemophilusinfluenzae,Cephalosporins(2ndgen),Bactericidal,Cefaclor,,Torumkuneyetal2020-Turkey,,0.4,239,1,1,1,1,238,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1976,1808,10482984994,1
Haemophilusinfluenzae,Cephalosporins(2ndgen),Bactericidal,Cefaclor,,Torumkuneyetal2020-Asia,,"51.7,3.3,6.3,0",258,52,52,52,52,206,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1976,1808,10482984994,1
Haemophilusinfluenzae,Cephalosporins(2ndgen),Bactericidal,Cefaclor,,Torumkuneyetal2020-Ukraine,,1,99,1,1,1,1,98,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1976,1808,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Cefotaxime,,Wangetal2019,,5.9,2073,122,122,122,122,1951,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1979,17721,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Cefotaxime,,Lietal2017,22,,610,,22,22,22,588,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1979,17721,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Cefotaxime,,Hüseyinetal2017,0,,92,,0,0,0,92,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1979,17721,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Cefdinir,,Torumkuneyetal2020-Pakistan,,5.3,94,5,5,5,5,89,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1988,448,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Cefdinir,,Torumkuneyetal2020-Ukraine,,0,99,0,0,0,0,99,CLSI,Foundinlotsofsearches,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1988,448,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Ceftriaxone,,Torumkuneyetal2020-Turkey,,0,239,0,0,0,0,239,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1980,13146,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Ceftriaxone,,Torumkuneyetal2020-Asia,,"37.1,0,0,0",258,33,33,33,33,225,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1980,13146,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Ceftriaxone,,Torumkuneyetal2020-Ukraine,,0,99,0,0,0,0,99,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1980,13146,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Cefpodoxime,,Torumkuneyetal2020-Pakistan,,3.2,94,3,3,3,3,91,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1987,851,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Cefpodoxime,,Torumkuneyetal2020-LatinAmerica,,0,218,0,0,0,0,218,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1987,851,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Cefpodoxime,,Torumkuneyetal2020-MiddleEast,,0,55,0,0,0,0,55,CLSI,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1987,851,10482984994,1
Haemophilusinfluenzae,Cephalosporins(3rdgen),Bactericidal,Cefixime,,Torumkuneyetal2020-Asia,,"80.9,10,21.3,1.7",258,93,93,93,93,165,EUCAST,,Gramnegative,Humans,Dropletspread,0,Respiratorydroplets,1,Aerobe,1,1,21474,0,0,0,0,Pasteurellales,1984,1832,10482984994,1
